rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,ip_address,employed
R623630,melissa,hodges,peterson,f,22,24/7/1998,1  Grant  Street,Nowra,2541,NSW,02  6527  9511,peterson92@mail.com,223.133.74.149,FALSE
R530083,catherine,shirk,washington,f,40,7/3/1980,49  Matthews  Road,Anula,812,NT,08  4288  9007,washington.catherine@aol.com,159.225.166.185,FALSE
R898923,tania,kat9e,moumt,f,14,6/4/2o06,32  Sheridan  C9urt,Summerhil,72s0,TAS,03  3738  o165,mount46@aol.c0m,205.173.105.109,FALSE
R106798,george,todd,chavis,m,37,7/7/1983,,Annuello,3549,VIC,03  4458  2207,chavis28@aol.com,31.162.74.238,FALSE
R781194,michael,edward,bowman,m,18,25/9/2002,30  Christmas  Avenue,Heathridge,6027,WA,08  1359  6048,michael43@mail.com.au,211.3.6.56,FALSE
R179374,john,anthony,trapp,m,41,3/3/1979,107  Mann  Street,Gosford,2250,NSW,02  4577  6205,qbndsrmaco@yahoo.com,4.196.165.234,FALSE
R454504,a|icia,demetrivs,crojch,f,46,23/3/1874,16s Rodgers  Way,Nickoo,67|4,WA,08  1680  1008,croucb.alicia@yahoo.com,21.173.46.116,FALSE
R170581,michelle,marie,roberts,f,62,25/2/1958,6  Levuka  Street,Seaford,3198,VIC,03  6670  7098,roberts41@gmail.com,40.5.110.45,FALSE
R934457,paulette,coffey,robertson,f,28,15/7/1992,Zimmin  Drive,Katherine,850,NT,08  5427  8592,keobolsrte@gmail.com,39.28.99.105,FALSE
R116333,donna,moore,holland,f,30,28/4/1990,8  Sayer  Street,Newnham,7248,TAS,03  2564  0612,donna62@hotmail.com,53.236.99.164,FALSE
R108726,terrel,evans,willis,m,25,25/8/1995,Windemere,Culgowie,4419,QLD,07  8488  1850,tbfsjoddgp@gmail.com,76.101.167.209,FALSE
R169153,jennifer,dunbar,cowan,f,44,13/9/1976,1  Lockhart  Court,Toowoomba,4350,QLD,07  5465  4327,cowan86@hotmail.com,6.206.35.7Y,
R104642,cyarles,conwah,wodoard,m,36,9/1z/1984,2  Bwnksia  Street,Retland  Bay,4168,QLD,07  900s  8585,woodarcl37@mail.com,184.254.226.83,FALSE
R119037,j,richard,moser,m,39,9/12/1981,3  Stevenson  Street,Torrens,2607,ACT,02  0638  6490,j.moser@mail.com.au,176.127.251.17,FALSE
R194919,colia,franklin,haas,m,22,11/7/1998,288  Casuarina  Drive,Nightcliff,810,NT,08  3510  1589,colia67@yahoo.com,222.75.35.92,FALSE
R110449,sheri,ashley,allen,f,17,29/10/2003,202  Sydney  Road,Fairlight,2094,NSW,02  7370  8592,allen.sheri@mail.com.au,243.92.214.190,FALSE
R732292,joseph,herbert,mackie,m,48,19/8/1972,18  Rathmines  Place,Coodanup,6210,WA,08  8588  4520,mackie.joseph@yahoo.com,194.89.59.200,FALSE
R153736,laantela,laurem,penclry,f,46,5/1/1q74,43  Village  Dtive,Kingslton,70s1,TAS,o3  9072  6160,laangela.peridry@aol.com,217.218.54.36,FALSE
R169580,william,johnston,isaacs,m,40,14/12/1980,4  Shepherd  Street,Ridgehaven,5097,SA,08  6731  7490,william67@mail.com.au,105.146.30.195,TRUE
R114053,antonio,elijah,devine,m,41,7/3/1979,4  Lockhart  Place,Amaroo,2914,ACT,02  2095  4366,bigcjrcsih@gmail.com,20.21.251.246,TRUE
R146279,elossa,smlth,brad5haw,f,31,10/2/l989,Yellowood  R9ad,Tyalguiii,2483,NSW,02  2q15  7284,elissa71@hotmail.corn,151.174.98.128,FALSE
R609516,nicholws,creasv,shann0n,m,22,20/11/1g98,50  Forect  Road,Orpost,3886,VIC,03  o580  6852,shannin.nicholas@hotmail.com,180.82.69.202,FALSE
R181136,wendell,patrick,hamrick,m,39,29/8/1981,154  Melville  Parade,Como,6152,WA,08  3331  4021,dmnirjpqjk@aol.com,65.36.66.27,FALSE
R190870,zoann,anme,ogle5by,f,26,24/s/1994,14  Markepeace  Street,Swan l Hill,3555,VIC,03  9422  s854,joann1q@aol.com,13.210.94.166,FALSE
R196114,aileen,kendrick,craig,f,17,15/1/2003,Cornish  Road,Humpty  Doo,836,NT,08  6269  8353,bltgejcfgn@hotmail.com,149.22.105.29,FALSE
R147724,jeffret,f,browri,m,35,13/2/198t,35  Pleasant  Grove  Citcle,Falcin,6215,WA,08  o332  9327,jeffrey.brown@wol.com,235.182.131.178,FALSE
R387642,chrisopher,devin,johnosn,m,12,21/6/z008,q1  Eve  Street,Guildofrd,2164,NSW,,chr9stopher.johnson@mail.com,23.130.33.10,FALSE
R269525,jamest,ros,tavarez,m,39,23/5/1o81,27  Warrslong  Street,Copmba,24z8,NSW,02  0497  1448,tavares5@gmail.c0m,32.136.54.116,FALSE
R972105,barbara,y,jones,f,26,30/11/1994,79  Mitchell  Street,Darwin,800,NT,08  7688  5229,jones.barbara@mail.com.au,114.193.95.128,FALSE
R107316,angsla,alln,collims,f,38,27/3/1972,59  Dorisvale  Crdescent,Twi,816,NT,08  387r  3076,angela27@yaboo.com,20.92.178.32,
R647106,decledra,patrick,ray,f,21,28/12/1999,19  Queens  Road,Westmead,2145,NSW,02  0085  9477,decledra81@mail.com,141.248.16.9,FALSE
R166228,jeffrey,joshua,hull,m,,22/3/1981,219  Panorama  Drive,Thornlands,4164,QLD,07  4707  3971,hull14@gmail.com,136.25f.199.35,FALSE
R358011,dyrena,devxn,gregor,f,24,17/12/199t,60  Tingira  Closte,Rainbow  Behch,4586,QLD,07  86q4  6452,tyrena4@hoymail.com,179.215.219.237,FALSE
R313986,eri,klenn,pirpn,f,46,23/2/q974,38  Dulverton  tSreet,Aiiiaroo,2g14,ACT,02  e140  2556,,15.160.235.26,FALSE
R129640,johnnie,jean,bracy,f,43,12/1/1977,MacFarlane  Road,Harrisville,4307,QLD,07  4891  5569,bracy.johnnie@mail.com,105.251.86.242,FALSE
R120498,zeliha,brown,rushing,f,,16/2/1992,89  Yarrara  Road,West  Pymble,2073,NSW,02  0916  8920,zeliha83@mail.com,8.93.84.140,FALSE
R109426,alvin,alexander,harris,m,24,23/12/1996,9  Elamo  Road,Healesville,3777,VIC,03  0220  2387,alvin22@aol.com,121.32.211.86,FALSE
R121754,mose,d,patrick,m,51,5/12/1969,12  Nenagh  Street,North  Manly,2100,NSW,02  8120  3612,patrick75@gmail.com,64.218.112.109,FALSE
R841750,beatrjz,c,mikls,f,49,7/3/197|,32  Vna  Dieman  Crescent,Springvvood,41z7,QLD,07  05q3  4577,mills.beatriz@giiiail.com,158.81.10.200,FALSE
R845766,eric,montel,mercer,m,,5/3/1978,72  Great  Buckingham  Street,Redfern,2016,NSW,02  6754  7228,mercer.eric@aol.com,142.43.235.122,FALSE
R125128,george,david,brown,m,-28,3/9/1992,56  Eastwood  Avenue,Eastwood,2122,NSW,02  4904  4484,fhgndlbhoi@aol.com,121.89.122.128,
R729168,william,gregory,neely,m,20,23/9/2000,86  Elsie  Grove,Chelsea,3196,VIC,03  8888  6541,neely.william@hotmail.com,189.235.54.40,FALSE
R135279,lois,jones,hawkins,f,29,2/3/1991,18  Mapellen  Street,Aspley,4034,QLD,07  3371  3207,lois.hawkins@gmail.com,227.78.27.197,FALSE
R116702,michael,ray,bevis,m,36,23/12/1984,403  Braidwood  Drive,Prestons,2170,NSW,02  1962  4711,michael32@aol.com,40.63.35.35,FALSE
R231736,sukia,yvonme,mino5,f,28,14/11/l992,24  Love  Strete,Marsedn,413z,QLD,,minor.sukina@gmaio.com,236.33.5.21,FALSE
R136926,edward,john,anderson,m,50,20/5/1970,10  Shearwater  Drive,Bakewell,832,NT,08  8257  1574,anderson38@aol.com,165.138.147.93,
R576091,ana,rogerj,stalye,f,,16/9/198s,30  Fairhillz Street,Hallett  Cov,51s8,SA,08  9859  7463,anna67@hotmail.c0m,252.79.44.186,FALSE
R187954,wesleiy,ra6,krouell,m,29,17/3/1g91,30  Churchill  Avemue,Strathfild,2125,NSW,02  q068  1726,wesley99@yahoo.con,80.148.13.187,
R175574,patricia,lawson,holden,f,21,4/2/1999,4  Prime  Court,Berwick,3806,VIC,03  2390  1556,patricia97@gmail.com,48.145.195.26,FALSE
R225349,keitb,franmlin,hockacay,m,59,15/11/1861,82 0 Second  Avenue,Marsren,4192,QLD,,addaacdckp@mai|.com.au,248.128.1.21,TRUE
R119209,susan,p,littlefield,f,23,30/7/1997,24  Links  Avenue,Milperra,2214,NSW,02  3817  8844,littlefield91@mail.com,182.8.184.135,FALSE
R142555,shiranda,miller,carr,f,38,6/1/1982,85  Broughton  Road,Kedron,4031,QLD,07  8484  8703,carr99@mail.com.au,41.59.253.217,FALSE
R566849,jacqueline,elizabeth,gonzalez-berti,f,-20,13/6/2000,54  White  Crescent,Campbell,2612,ACT,02  2973  5724,gonzalez-berti94@yahoo.com,77.23.81.117,FALSE
R834200,harold,lynn,coor,f,33,17/10/1987,18  Garner  Court,Burnie,7320,TAS,03  7248  5773,harold.coor@aol.com,224.31.149.18,FALSE
R156788,john,w,thompson,m,49,23/7/1971,28  Beach  Parade,North  Geelong,3215,VIC,03  8231  6623,john15@hotmail.com,138.175.68.133,TRUE
R697801,aghes,remee,smitb,f,64,28/3/l956,744  Ly9on  Street,Carltob  North,3052,VIC,,agnes21@mail.coiii.au,101.38.4.113,FALSE
R182635,tot,bernice,may,f,37,5/7/1983,7  Reynolds  Court,Coconut  Grove,810,NT,08  8061  9290,tot27@mail.com.au,249.68.195.227,FALSE
R136892,jamex,willialm,shafer,m,,27/1l/1998,72  Winnima  Wav,Berkelei,25o6,NSW,0z  9469  2331,james.shaver@uahoo.com,217.57.61.242,FALSE
R165195,jeffrev,gordin,marshhall,m,34,11/4/1q86,111  Adaiiison  Street,Wooloovvin,4130,QLD,07  360z  6197,qbnbpusjlq@hotmail.com,200.2.5.159,FALSE
R325626,donna,kaur,hill,f,46,12/5/1974,9  Cooper  Street,Mareeba,4880,QLD,07  1184  5068,gegtkhjmqi@yahoo.com,14.37.119.237,FALSE
R193997,joyoe,jamee5e,spencr,f,,5/2/1983,19  Rushton  Street,Wallsencl,2281,NSW,02  9753  4627,ntakgbefeg@yahol.com,254.224.152.124,FALSE
R262778,kimberly,kaye,perkins,f,26,31/12/1994,108  Wales  Street,Kingsville,3012,VIC,03  3827  8478,kimberly.perkins@mail.com.au,184.176.189.254,FALSE
R735263,christopher,michael,sawyer,m,33,10/3/1987,11  Collins  Street,Evandale,7212,TAS,03  5600  7063,kkkdlntkpk@mail.com,138.108.83.127,FALSE
R523557,nancy,b,hennessee,f,,23/7/1994,15  Albert  Road,Hallam,3803,VIC,03  2992  0586,qhitithieb@mail.com,195.190.93.107,
R164472,angela,denise,miller,f,30,30/10/1990,31  Pozieres  Avenue,Umina,2257,NSW,02  3821  7340,angela97@hotmail.com,31.54.185.67,FALSE
R121305,ferna,h,denyn,f,41,21/1/197o,20  Granr  Road,Alice  Spnngs,087o,NT,08  5o88  0390,gfdttej:ht@mail.com,246.38.157.74,FALSE
R138994,saquetta,patricya,clirie,f,-39,20/8/l981,10  Lunch  Street,Hughs,2609,ACT,,shaquetta2z@gmail.com,206.107.156.215,FALSE
R301357,joyfe,x,bleclcner,f,39,19/2/198|,2  Anterson  Street,Moomah,7209,TAS,03  3542  0334,bleckner.jo7ce@gmail.com,194.193.239.234,TRUE
R826620,hen5y,preseton,artls,m,33,q5/3/1987,25  Killa4ney  Avenue,Ellen  Grofe,4077,QLD,07  4868  q471,henry83@hotnail.com,45.249.214.63,FALSE
R114031,michael,christopher,cox,m,34,4/6/1986,9  Pineview  Close,Wheelers  Hill,3150,VIC,03  8516  8009,michael.cox@yahoo.com,55.130.255.213,FALSE
R143941,jessica,harris,mccrimmon,f,28,14/4/1992,28  Wattle  Road,Hawthorn,3122,VIC,03  2830  7943,mccrimmon96@mail.com,47.8.54.73,
R996327,karla,nicole,fuquay,f,24,1/10/1996,17  Sheridan  Court,Summerhill,7250,TAS,03  1959  0069,karla.fuquay@mail.com,52.16.66.35,FALSE
R148682,winifred,hudson,goss,f,22,18/5/1998,17  Winston  Avenue,Seven  Mile  Beach,7170,TAS,03  0577  8723,winifred.goss@gmail.com,229.193.17.48,FALSE
R115347,crovvell,walder,robersom,m,45,10/5/1965,14  Hith  Street,Inevrell,236o,NSW,02  8008  00q3,crowell.robers0n@gmail.com,251.146.140.176,FALSE
R114160,charles,mitchell,grimm,m,18,28/7/2002,10  Liberty  Place,Sunrise  Beach,4567,QLD,07  3499  2269,grimm98@hotmail.com,160.10.185.64,FALSE
R165997,stev4n,demodnd,penxe,m,28,12/4/19o2,15  Eighlh  Avenue,Jananli,22z6,NSW,,,81.199.76.197,FALSE
R116360,darlene,cauthen,salanitri,f,45,17/3/1975,987  Pascoe  Vale  Road,Jacana,3047,VIC,03  8976  2744,salanitri28@mail.com,223.164.23.231,FALSE
R115211,sco6t,marcvs,pittmak,m,,27/8/|979,5  Quins  Road,Connellz  Point,2z21,NSW,02  73g7  0536,scott62@a0l.com,52.61.94.207,
R124358,vernon,john,hill,m,39,10/4/1981,4  Campaspe  Street,Rochester,3561,VIC,03  1328  6144,hill99@aol.com,148.234.206.64,FALSE
R188955,shar0n,veromica,dotsoh,f,,27/1/198w,62  Dundps  Street,Thornbvry,307l,VIC,03  6908  u367,sharon.dotzon@mail.com.au,69.96.206.247,FALSE
R151135,cynthia,paige,krishnamoorthy,f,,12/8/2000,21  Greeves  Street,Wanniassa,2903,ACT,02  3894  6860,eokkajsgah@mail.com.au,170.121.144.55,FALSE
R454729,esther,renee,means,f,35,21/4/1985,74  Rosewood  Crescent,Leanyer,812,NT,08  2090  1939,mntiodisko@yahoo.com,19.29.198.46,FALSE
R489971,elizabrth,luneny,tucke,f,33,27/1o/1987,22  Windelya Road,Murdokh,615o,WA,o8  8238  1887,tucker.elizabeth@aol.fom,69.234.229.242,FALSE
R120591,roshad,curtis,coracini,m,58,18/7/1962,108  Macquarie  Street,St  Lucia,4067,QLD,07  3072  2854,roshad40@yahoo.com,180.69.41.102,FALSE
R144228,kelly,jamila,abel,f,38,16/2/1982,3  Hakea  Street,Marsden,4132,QLD,07  3285  6628,abel.kelly@mail.com.au,21.121.211.249,FALSE
R400261,robeat,dothch,remon,m,,4/2/|991,34  River S treet,Little  Rjver,3212,VIC,03  4082  o166,robert.redmon@yagoo.com,200.3.37.167,FALSE
R132335,annette,ferriera,hicks,f,27,23/11/1993,Belgravia  Road,Mullion  Creek,2800,NSW,02  2016  9894,hicks.annette@hotmail.com,51.0.198.32,FALSE
R290888,donna,lucille,elsasser,f,46,16/6/1974,Colston  Avenue,Sherbrooke,3789,VIC,03  0083  9761,donna.elsasser@hotmail.com,231.203.34.242,
R133322,rachael,diamonique,faulkner,f,36,21/4/1984,18  Cubillo  Street,Wanguri,810,NT,08  1411  6981,faulkner29@mail.com,95.74.243.212,FALSE
R106747,cassandra,thi,pritchard,f,38,2/8/1982,4  Menzies  Parade,Lalor,3075,VIC,03  2988  2092,cassandra.pritchard@mail.com,189.158.248.67,
R635966,johnny,dennis,jerezlora,m,30,9/12/1990,45  Hampton  Circuit,Yarralumla,2600,ACT,02  2748  5483,jerezlora.johnny@hotmail.com,35.51.154.84,FALSE
R190731,murray,keith,bissonnette,m,40,29/8/1980,14  Western  Beach  Road,Geelong,3220,VIC,03  2915  1535,bissonnette.murray@mail.com.au,,FALSE
R134330,jeri,veronica,vaughn,f,31,5/5/1989,15  Begonia  Street,Lindisfarne,7015,TAS,03  0165  4734,nipnfcrlgt@yahoo.com,49.240.84.25,FALSE
R119699,katrina,lynn,houck,f,32,15/11/1988,23  O'Toole  Street,Everton  Park,4053,QLD,07  4870  7632,houck.katrina@mail.com.au,231.89.184.87,
R120097,leticia,joy,hart,f,36,1/9/1984,39  Panton  Street,Bendigo,3550,VIC,03  3904  9585,leticia.hart@mail.com,125.124.63.128,FALSE
R188126,helen,elizabeth,gordon,f,24,18/2/1996,41  Rocklands  Road,Wollstonecraft,2065,NSW,02  3565  8056,helen.gordon@mail.com,137.189.114.90,FALSE
R118710,elizabeth,dawn,lewis,f,31,4/10/1989,Gaunt  Road,Glenwood,4570,QLD,07  5175  8177,biqdchiseq@gmail.com,91.154.22.12,
R819556,brandon,dale,barnes,m,28,27/5/1992,53  Thyme  Meander,Greenfields,6210,WA,08  2243  0152,gkmkmrsrgd@mail.com.au,102.25.95.10,
R414861,acla,gibba,kentall,f,35,3/8/1g85,25  Prohress  Drive,Nightkliff,840,NT,08  2984  6485,pakkgailrb@gmail.com,242.170.135.70,FALSE
R133336,robert,stewart,brown,m,39,24/12/1981,18  Regent  Street,Whittington,3219,VIC,03  1202  5103,brown.robert@hotmail.com,43.75.28.48,
R673963,hayley,overby,james,f,41,7/6/1979,Ocean  Avenue,Stuarts  Point,2441,NSW,02  5996  1990,hayley86@aol.com,0.1.110.239,FALSE
R173920,jimmy,lawrence,broome,m,54,19/10/1966,114  Railway  Street,Cottesloe,6011,WA,08  9975  2873,broome94@aol.com,72.126.178.39,FALSE
R954207,cody,morris,kemp,m,,6/3/1980,2  Byer  Street,Enfield,2136,NSW,02  5966  4106,cody30@yahoo.com,55.161.163.244,FALSE
R240513,s:erra,johnsn,buchanaj,f,33,23/1/|987,18  Cardigan  Av4nue,Felixsto,507o,SA,08  3959  7997,kcjjmhmccf@h0tmail.com,133.53.63.231,
R101315,doris,loy,cockman,f,32,12/4/1988,1  Gibson  Street,Macgregor,2615,ACT,02  9728  3757,cockman.doris@mail.com,198.32.249.46,
R134929,beverleey,bradlev,custrr,f,28,10/3/1q92,4515  Clarence  Ton  Road,Dunkog,2q20,NSW,02  6z85  8355,nicmgbefar@gmail.com,181.0.167.138,
R711489,tyler,albert,cheney,m,24,7/2/1996,138  Balemo  Drive,Ocean  Shores,2483,NSW,02  5189  5204,cheney.tyler@gmail.com,238.204.14.185,FALSE
R126654,bridget,georgia,riddle,f,45,7/5/1975,68  Farm  Road,Cheltenham,3192,VIC,03  4893  2580,cohldfotgi@yahoo.com,251.208.73.223,FALSE
R133254,robert,richard,herring,m,29,2/2/1991,1140  Wanneroo  Road,Ashby,6065,WA,08  8088  5092,herring.robert@aol.com,187.193.110.146,FALSE
R664397,milton,cecil,slaughter,m,19,29/3/2001,14  Hatfield  Street,Blakehurst,2221,NSW,02  1777  4939,slaughter17@mail.com,231.33.110.73,FALSE
R823892,mar9aret,zean,peres,f,63,14/8/1947,72  Panclora  Street,Lightning  Riclge,2830,NSW,02  914g  2773,margafet13@mail.com.au,47.135.183.223,FALSE
R117539,marquita,woodard,moorefield,f,55,19/7/1965,52  Hotham  Court,Leanyer,812,NT,08  2596  5616,cmpkiciqlb@mail.com.au,141.108.42.142,FALSE
R729745,melfin,jonh,sarp,m,46,4/4/1g74,20  Pentlav  Street,Kerimore,4060,QLD,07  22u6  1331,sharp46@hotmail.coiii,198.231.27.116,FALSE
R130088,enc,keljy,clut6s,m,53,21/12/196y,MacKenzi4  Street,Mackav,4140,QLD,07  6795  7589,cluttsl4@hotmail.com,249.58.26.244,FALSE
R176831,franklin,timothy,howell,m,26,17/3/1994,10  Lurneah  Crescent,Ferny  Hills,4055,QLD,07  4078  7501,howell.franklin@gmail.com,9.103.156.150,FALSE
R336299,michael,terrill,morgan,m,28,12/6/1992,173  New  England  Highway,Rutherford,2320,NSW,02  5532  4622,michael.morgan@mail.com,242.175.107.150,FALSE
R197125,gary,wayne,fitzgerald,m,36,3/12/1984,415  Camberwell  Road,Camberwell,3124,VIC,03  7154  9467,gary94@hotmail.com,59.69.105.20,
R100185,brenda,b,campbell,f,26,21/12/1994,34  Ajax  Avenue,Maryland,2287,NSW,02  7948  5375,brenda20@hotmail.com,218.95.232.244,TRUE
R150449,heth,scvott,ckilborn,m,,14/10/1o94,62  Weclge  Street,Weahribee,3060,VIC,03  364q  4210,,96.101.250.243,FALSE
R308161,lawrence,lupree,ewalt,m,37,15/7/1983,19  Shields  Street,Tammin,6409,WA,08  2500  6901,ewalt9@gmail.com,70.140.185.90,TRUE
R771778,saralee,turner,stamatiades,f,38,25/2/1982,5  Lodge  Court,Willaston,5118,SA,08  1681  9790,stamatiades4@mail.com.au,227.30.76.167,FALSE
R593164,trudi,elaine,ramsey,f,28,1/1/1992,91  Palmerston  Street,Mosman  Park,6012,WA,08  2378  9077,ramsey55@gmail.com,229.225.60.30,
R153718,cody,cornell,joyner,m,38,5/9/1982,Loadsman  Road,Orkabie,4741,QLD,07  6693  1499,cody.joyner@gmail.com,10.236.34.32,FALSE
R608444,dylan,lewis,reynolds,m,36,10/4/1984,41  Yugura  Street,Malua  Bay,2536,NSW,02  7046  4849,reynolds.dylan@gmail.com,125.211.37.103,
R151630,jordan,james,rankin,m,-30,25/1/1990,2  Koramba  Street,Boomi,2405,NSW,02  9425  4080,jordan83@mail.com.au,248.141.20.144,FALSE
R162601,ricky,allen,bernacki,m,35,13/3/1985,Kalapa  Road,Kalapa,4702,QLD,07  7660  5146,ricky38@hotmail.com,231.243.176.206,FALSE
R193116,kaylan,i,amos,f,24,6/12/1996,90  Station  Street,Meadowbank,2114,NSW,02  5596  8767,amos18@hotmail.com,111.253.31.213,FALSE
R106979,david,emil,rivera,m,-46,5/6/1974,13  Guinane  Avenue,Hoppers  Crossing,3029,VIC,03  9037  0578,david.rivera@yahoo.com,97.186.77.0,FALSE
R127328,kassandra,d,rhodes,f,22,24/10/1998,Mallee  Drive,Karnup,6176,WA,08  1094  5627,kassandra.rhodes@mail.com,126.164.60.210,FALSE
R156893,sabyasachi,marlin,buie,m,-37,15/11/1983,28  Waterloo  Road,Northcote,3070,VIC,03  2590  5854,sabyasachi38@aol.com,46.125.97.200,FALSE
R566257,vajida,d,winterbottom,f,31,24/7/1989,6  Coonadoo  Court,Jandakot,6164,WA,08  5568  0346,vajida51@hotmail.com,246.135.210.213,FALSE
R163458,wilsor,kend4ick,instead,m,,28/2/l993,111  Burke  R0ad,Dapdo,2535,NSW,02  2205  3267,winstead.w9lson@aol.com,29.107.125.67,TRUE
R161646,katyh,arviloa,tutlte,f,31,10/3/l989,65  Chapman  Strewt,North  Me1bourne,3o51,VIC,03  3341  851e,tuttle.ksthy@mail.com.au,167.161.155.246,FALSE
R511047,mikhael,russel|,sinizrd,m,29,5/3/|991,68  Cavenagh  Sdreet,Darin,080o,NT,08  1092  5q11,siniard2o@gmail.com,15.217.174.128,FALSE
R300798,jamest,rai,alleb,m,47,27/1/1g73,30  Argyll  Strit,Cbaoolture,451o,QLD,07  0453  0360,allen72@hotmail.com,214.231.255.194,FALSE
R276644,darryl,dung,jacobs,m,-27,7/10/1993,5  Fullwood  Street,Weston,2611,ACT,02  8517  6124,darryl.jacobs@hotmail.com,239.188.101.160,
R765558,iren,francfes,adzms,f,28,23/20/1992,43  Br'lndy  Crescent,Doncastter  East,310q,VIC,03  092z  4562,adams.irene@hotmaul.com,9.44.48.73,FALSE
R189093,karen,r,sweitzer,f,43,23/4/1977,MacKay  Street,Nhill,3418,VIC,03  5714  9409,sweitzer.karen@hotmail.com,253.72.161.C8,FALSE
R506646,josrph,s,murrai,m,52,23/9/1868,105  Bankxia  Street,Heiclelberg,3184,VIC,03  7o48  8599,tbnqrkgrre@9mail.com,116.186.170.157,TRUE
R158753,jeanette,hunt,nelson,f,28,26/7/1992,56  King  Edward  Avenue,Sunshine,3020,VIC,03  4205  4928,nelson14@mail.com,184.23.197.203,FALSE
R535934,ankela,dougjas,oglesby-greeme,f,41,7/2/1g79,3  Asbburner  Street,Manli,209s,NSW,,oglesby-greebe.angela@yahoo.com,114.112.98.28,
R203352,jamest,bernad,wolde,m,42,3/3/1g78,16  Alpine  Boul3vard,Launching P lace,3138,VIC,03  66|2  7637,wolfe.james@gnail.com,170.239.170.210,FALSE
R875687,cynthia,noel,howard,f,26,27/10/1994,6  Sanford  Street,Leanyer,812,NT,08  0499  4657,cynthia.howard@yahoo.com,58.127.212.23,FALSE
R857276,michelle,c,wright,f,38,22/6/1982,Hunter  Street,Burringbar,2483,NSW,02  7943  9117,michelle.wright@hotmail.com,56.31.113.168,FALSE
R161074,kenneth,jermaine,gainey,m,48,19/5/1972,15  Norwood  Avenue,Lindfield,2070,NSW,02  5226  8515,kenneth57@gmail.com,11.239.6.185,FALSE
R486436,tiana,marie,robertson,f,34,1/2/1986,431  St  Kilda  Road,Melbourne,3000,VIC,03  7841  0658,robertson.tiana@mail.com.au,217.29.205.243,
R370879,teryr,davdi,mccumpee,m,-27,30/y/1993,11  Chamberlain  Courd,Hsmilton,33o0,VIC,03  127i  2555,mccumbee.terry@yaboo.com,90.225.233.178,
R149367,tony,e,nowlan,m,36,20/4/1984,315  Bridge  Street,Newtown,4350,QLD,07  2544  0357,tony.nowlan@gmail.com,66.48.202.203,FALSE
R696070,harlwy,jeromec,broer,m,30,19/20/1990,8  Hartigan  Stree5,Garram,260s,ACT,02  q576  8554,harley.btower@aol.com,68.31.76.73,
R137426,gary,seth,gray,m,,13/2/1967,Dame  Street,Springsure,4722,QLD,07  2120  4042,gary.gray@yahoo.com,142.84.t2.184,FALSE
R551687,morgan,turner,whalley,f,22,21/10/1998,10  Cedar  Avenue,Unley  Park,5061,SA,08  4663  5045,morgan.whalley@mail.com,46.104.3.172,FALSE
R126266,angela,crounse,mizrahi,f,40,7/9/1980,80  Flinders  Street,Mentone,3194,VIC,03  9459  4914,angela.mizrahi@mail.com,218.139.33.68,FALSE
R526335,wendu,vv,baileiy,f,31,6/1/2989,40  Lyndhurst  Dnve,Bomadehry,25q1,NSW,02  5586  7g21,bailey48@hotjail.com,70.175.82.28,FALSE
R125253,carol,lee,allor,f,15,5/9/2005,Nonda  Baralaba  Road,Baralaba,4702,QLD,07  5690  5415,allor83@mail.com,188.9.159t63,FALSE
R100526,allie,danielle,nickens,f,32,26/8/1988,7  Landsborough  Street,Griffith,2603,ACT,02  4240  8746,allie.nickens@mail.com,46.145.111.185,FALSE
R177742,stacy,marie,maupin,f,-40,2/8/1980,South  Gippsland  Highway,Toora,3962,VIC,03  2540  6707,stacy.maupin@gmail.com,97.25.121.178,
R145612,kenneth,graham,pulley,m,20,10/2/2000,8  Dickson  Street,Griffith,2680,NSW,02  9911  4997,kenneth95@mail.com.au,240.34.37.239,FALSE
R170808,terrell,wendell,alexander,m,24,5/4/1996,4  Nottingham  Parade,Bray  Park,4500,QLD,07  8603  0721,otqtesshjb@mail.com.au,247.5.169.254,TRUE
R521544,anna,dawn,stancil,f,-38,7/2/1982,21  Grigor  Street,Moffat  Beach,4551,QLD,07  6393  1153,anna.stancil@yahoo.com,175.3.201.126,FALSE
R147732,mamie,schade,garrett,f,15,18/8/2005,122  Orchardleigh  Street,Old  Guildford,2161,NSW,02  3069  0071,psskqaisre@gmail.com,205.192.75.98,FALSE
R123863,joseph,majok,mckay,m,22,22/9/1998,20  Lindsay  Street,Loganholme,4129,QLD,07  0218  4269,joseph24@aol.com,8.86.255.122,FALSE
R181080,juan,andon,thompson,m,-40,30/6/1980,2  Samson  Court,Malak,812,NT,08  8765  5631,mharnsfbbm@yahoo.com,173.157.81.67,FALSE
R114242,jason,levern,johnson,m,35,25/10/1985,1  Horkings  Street,Blackburn,3130,VIC,03  6181  1912,jason.johnson@gmail.com,31.176.67.168,
R260626,iasmine,grake,byenge,f,52,2z/9/1968,2  Te  eters  Drive,Broadheach  Waters,q218,QLD,07  3472  9e56,yasm8ne.benge@mail.com.au,60.113.252.102,FALSE
R191291,judy,l,bristol,f,29,4/1/1991,26  Kilmore  Crescent,Broadmeadows,3047,VIC,03  7248  9894,bristol.judy@gmail.com,166.77.130.227,FALSE
R146272,carol,g,kincaid,f,32,9/10/1988,11  Kinrade  Place,Carindale,4152,QLD,07  0583  6624,carol2@mail.com,210.233.59.50,FALSE
